CPO	REF	LAT NAP	LON NAP	LAT OSM	LON OSM	DIST (m)	LOCATION
GLP	LRA-00086	39.7325670	-8.8242480	39.7325645	-8.8242481	0.28	underground
GLP	PFR-00005	41.2848780	-8.3613070	41.2848755	-8.3613069	0.28	underground
HRZ	LSB-00958	38.7217370	-9.1589720	38.7217347	-9.1589732	0.28	surface
EDP	LOU-90001	41.2768060	-8.2777510	41.2768036	-8.2777517	0.27	surface
GLP	AMD-00059	38.7278140	-9.2153480	38.7278116	-9.2153484	0.27	surface
IBD	BJA-00013	38.0111900	-7.8756013	38.0111876	-7.8756015	0.27	surface
IBD	SXL-00087	38.6363000	-9.1486730	38.6362976	-9.1486732	0.27	underground
EDP	VNG-00176	41.1179050	-8.6280800	41.1179026	-8.6280799	0.27	surface
GLP	TRF-00019	41.3313500	-8.5627190	41.3313476	-8.5627191	0.27	surface
MOB	BRG-00006	41.5486900	-8.4135510	41.5486900	-8.4135478	0.27	surface
GLG	VZL-00002	40.6861880	-8.2322260	40.6861858	-8.2322248	0.26	surface
GLP	LRA-00015	39.7685050	-8.7711480	39.7685039	-8.7711507	0.26	surface
MLT	MIR-00002	40.4264370	-8.7297460	40.4264393	-8.7297456	0.26	surface
GLP	GVA-00006	40.4946200	-7.6010200	40.4946223	-7.6010196	0.26	surface
GLP	AMD-00060	38.7277900	-9.2152980	38.7277923	-9.2152983	0.26	surface
GLP	ALM-00100	38.6706920	-9.1706190	38.6706943	-9.1706188	0.26	underground
GLP	ELV-00018	38.8753620	-7.1589830	38.8753643	-7.1589828	0.26	surface
HRZ	MGR-00006	39.7476900	-8.9143970	39.7476877	-8.9143968	0.26	surface
GLP	MTS-00061	41.2103160	-8.6884660	41.2103137	-8.6884658	0.26	underground
GLP	TMR-00048	39.6096600	-8.4020700	39.6096623	-8.4020701	0.26	surface
GLP	GDM-00059	41.1823500	-8.5371120	41.1823523	-8.5371119	0.26	surface
HRZ	CBR-00032	40.1912230	-8.5093890	40.1912225	-8.5093861	0.25	surface
TRK	PRG-00012	41.1666680	-7.8038060	41.1666690	-7.8038087	0.25	surface
HRZ	LSB-01087	38.7551570	-9.1041380	38.7551592	-9.1041386	0.25	underground
EDP	SJP-90001	41.1463900	-7.4023330	41.1463878	-7.4023336	0.25	surface
ATL	GRD-80004	40.5509500	-7.2461000	40.5509513	-7.2460976	0.25	surface
TRK	FIG-00052	40.1577380	-8.8569320	40.1577377	-8.8569291	0.25	surface
GLP	EPS-00035	41.5725860	-8.7469600	41.5725880	-8.7469587	0.25	surface
HRZ	AVV-00006	41.8139200	-8.4184675	41.8139178	-8.4184671	0.25	surface
GLG	PDL-00004	37.8073580	-25.7984280	37.8073597	-25.7984298	0.25	surface
EDP	ABF-00067	37.0903360	-8.2438640	37.0903338	-8.2438643	0.25	underground
GLP	AMD-00070	38.7275000	-9.2145130	38.7275022	-9.2145133	0.25	surface
GLP	ALQ-00021	39.0571400	-9.0056150	39.0571422	-9.0056147	0.25	surface
GLP	PTL-00027	41.7718700	-8.5744740	41.7718678	-8.5744737	0.25	surface
TRK	OFR-00006	40.7327540	-8.1744660	40.7327518	-8.1744658	0.25	surface
HRZ	PRT-00347	41.1636700	-8.5839790	41.1636678	-8.5839791	0.24	underground
GLP	MTS-00026	41.2017020	-8.6255080	41.2017042	-8.6255081	0.24	surface
IBD	MTS-00171	41.2176250	-8.6953020	41.2176228	-8.6953021	0.24	surface
GLP	BRG-00141	41.5594180	-8.4175040	41.5594158	-8.4175041	0.24	surface
REP	BGC-00007	41.7992500	-6.7707877	41.7992522	-6.7707876	0.24	surface
GLG	MMN-00005	38.6176760	-8.0811860	38.6176738	-8.0811860	0.24	surface
HRZ	LMG-00002	41.1005900	-7.8108830	41.1005878	-7.8108830	0.24	surface
HRZ	ALM-00060	38.6313930	-9.1777240	38.6313952	-9.1777240	0.24	surface
GLP	MTS-00072	41.2103160	-8.6884400	41.2103138	-8.6884400	0.24	underground
FAC	CML-00003	32.6570970	-17.0054900	32.6570951	-17.0054887	0.24	surface
GLP	ARV-00018	38.9806440	-9.0806260	38.9806434	-9.0806287	0.24	surface
TRK	CSC-00310	38.7028160	-9.4296540	38.7028165	-9.4296567	0.24	surface
TRK	CSC-00250	38.7053830	-9.3553590	38.7053835	-9.3553563	0.24	surface
TRK	CSC-00562	38.6936800	-9.3511000	38.6936821	-9.3511006	0.24	surface
KLS	TBC-00004	41.1165600	-7.5695640	41.1165619	-7.5695653	0.24	surface
HRZ	LSB-00221	38.7623400	-9.1135530	38.7623421	-9.1135535	0.24	underground
SEG	RGR-00012	37.8148960	-25.5817780	37.8148960	-25.5817807	0.24	surface
GLP	SNT-00204	38.8177950	-9.3612570	38.8177929	-9.3612574	0.24	surface
GLP	CSC-00045	38.7365070	-9.3922100	38.7365060	-9.3922076	0.24	surface
GLP	LRA-00158	39.7634600	-8.7831240	39.7634579	-8.7831244	0.24	surface
HRZ	SRT-90002	39.8157840	-8.1877700	39.8157861	-8.1877696	0.24	surface
GLP	GMR-00149	41.4218670	-8.3550520	41.4218691	-8.3550524	0.24	surface
REP	EVR-00052	38.5667530	-7.9024710	38.5667510	-7.9024719	0.24	surface
GLP	AMD-00071	38.7274860	-9.2144610	38.7274839	-9.2144607	0.23	surface
EDP	VPA-90001	41.4989430	-7.6438330	41.4989424	-7.6438303	0.23	surface
GLP	GMR-00052	41.4869540	-8.3513020	41.4869519	-8.3513022	0.23	surface
GLP	AMD-00109	38.7590640	-9.2446920	38.7590619	-9.2446919	0.23	underground
GLP	FAF-90002	41.4537900	-8.1676730	41.4537879	-8.1676731	0.23	surface
ATL	IDN-00009	39.8393300	-7.2601900	39.8393321	-7.2601900	0.23	surface
KLS	ILH-00013	40.6191830	-8.6670920	40.6191809	-8.6670920	0.23	underground
TRK	FIG-00050	40.1522600	-8.8622710	40.1522590	-8.8622734	0.23	surface
FAC	STN-00002	32.8231430	-16.8853190	32.8231450	-16.8853185	0.23	surface
HRZ	GLG-90001	39.4012800	-8.4863060	39.4012780	-8.4863055	0.23	surface
GLP	CSC-00413	38.6960370	-9.3438000	38.6960390	-9.3437996	0.23	surface
HRZ	STR-90005	39.2239700	-8.6900240	39.2239680	-8.6900244	0.23	surface
GLP	VGS-00018	40.5468300	-8.6788160	40.5468280	-8.6788156	0.22	surface
HRZ	AMD-00098	38.7254300	-9.2085670	38.7254280	-9.2085667	0.22	surface
HRZ	FZZ-00005	39.6681180	-8.2331280	39.6681160	-8.2331277	0.22	surface
GLP	MCD-00007	41.5441550	-6.9591500	41.5441570	-6.9591503	0.22	surface
GLP	ABF-00038	37.0884440	-8.1658190	37.0884420	-8.1658188	0.22	underground
GLP	TVR-00027	37.1205020	-7.6554320	37.1205040	-7.6554318	0.22	surface
GLP	CSC-00119	38.7107280	-9.4608640	38.7107260	-9.4608639	0.22	surface
ATL	VVD-80001	41.6532200	-8.4370280	41.6532220	-8.4370280	0.22	surface
GLP	CSC-00417	38.7090800	-9.4215830	38.7090780	-9.4215830	0.22	underground
EDP	MLD-90002	40.3757200	-8.4533890	40.3757220	-8.4533890	0.22	surface
HRZ	AMR-00004	41.6256640	-8.3604250	41.6256620	-8.3604250	0.22	surface
GLP	PRT-00092	41.1537550	-8.6086990	41.1537570	-8.6086990	0.22	underground
HRZ	MMN-90003	38.6445540	-8.2099720	38.6445560	-8.2099720	0.22	surface
SEG	RGR-00005	37.8186900	-25.5404170	37.8186920	-25.5404170	0.22	surface
EDP	VLG-00019	41.1868100	-8.4888880	41.1868080	-8.4888880	0.22	underground
GLP	LLE-00115	37.0771030	-8.1023710	37.0771010	-8.1023710	0.22	surface
GLP	VFR-00020	41.0094260	-8.4613780	41.0094280	-8.4613780	0.22	surface
GLP	LLE-00117	37.0913470	-8.1216020	37.0913450	-8.1216020	0.22	surface
TRK	BRR-00076	38.6588200	-9.0806530	38.6588220	-9.0806530	0.22	surface
TRK	BRR-00086	38.6686330	-9.0497640	38.6686310	-9.0497640	0.22	surface
IBD	LSD-00005	41.2795560	-8.2802450	41.2795580	-8.2802450	0.22	surface
REP	MDL-00007	41.4931950	-7.1765890	41.4931930	-7.1765890	0.22	surface
SEG	VPV-00007	38.7677270	-27.1035060	38.7677250	-27.1035060	0.22	surface
REP	LRA-00098	39.7902500	-8.8305710	39.7902480	-8.8305710	0.22	surface
ECI	PVZ-00032	41.4031030	-8.7702660	41.4031010	-8.7702660	0.22	surface
EDP	AMT-00021	41.2734570	-8.0776640	41.2734550	-8.0776640	0.22	surface
SEG	PDL-00012	37.7520450	-25.6565930	37.7520430	-25.6565930	0.22	surface
GLP	PNF-00030	41.1178400	-8.2938070	41.1178380	-8.2938070	0.22	surface
HLX	PRT-00246	41.1598400	-8.6095550	41.1598380	-8.6095550	0.22	underground
PRI	STC-00016	38.0660480	-8.7763880	38.0660460	-8.7763880	0.22	surface
TRK	MTJ-00068	38.7073600	-8.9862600	38.7073580	-8.9862600	0.22	surface
GLP	VFX-00055	38.9896300	-8.9717670	38.9896320	-8.9717670	0.22	surface
BEL	MMV-00007	40.2766700	-8.7234470	40.2766680	-8.7234470	0.22	surface
GLP	LRS-00083	38.8170360	-9.1483600	38.8170340	-9.1483600	0.22	underground
GLP	VFX-00093	38.8970500	-9.0401720	38.8970480	-9.0401720	0.22	surface
ECI	MLD-00033	40.3714140	-8.4104380	40.3714120	-8.4104380	0.22	surface
HRZ	SCD-00007	40.4405400	-8.1057920	40.4405420	-8.1057920	0.22	surface
GLP	GDL-00065	38.3085980	-8.7409980	38.3085960	-8.7409980	0.22	surface
TRK	BRR-00055	38.6546300	-9.0710110	38.6546280	-9.0710110	0.22	surface
REP	VIS-00086	40.6639630	-7.9192860	40.6639650	-7.9192860	0.22	surface
PRI	TRF-00017	41.3385280	-8.5520540	41.3385260	-8.5520540	0.22	surface
GLP	ALT-00007	39.1895900	-7.6556180	39.1895920	-7.6556180	0.22	surface
IBD	SNT-00161	38.7844770	-9.3386770	38.7844790	-9.3386770	0.22	surface
TRK	CSC-00228	38.7428670	-9.3901610	38.7428650	-9.3901610	0.22	surface
TRK	MTJ-00061	38.7020200	-8.9486840	38.7020180	-8.9486840	0.22	surface
GLP	CTX-00007	39.1649900	-8.7825000	39.1649881	-8.7825008	0.22	surface
HRZ	NZR-00025	39.6081660	-9.0657450	39.6081641	-9.0657457	0.22	surface
PRI	VNG-00030	41.0870100	-8.6025420	41.0870085	-8.6025403	0.22	surface
GLP	VIS-00061	40.6310100	-7.9073430	40.6310081	-7.9073436	0.22	surface
ATL	STR-80004	39.2279700	-8.6872000	39.2279681	-8.6872005	0.22	surface
GLP	LSB-80144	38.7678830	-9.1090790	38.7678849	-9.1090794	0.21	surface
HRZ	TVD-00097	39.1005860	-9.2437740	39.1005841	-9.2437744	0.21	surface
GLP	PRT-00313	41.1775670	-8.6559100	41.1775651	-8.6559096	0.21	surface
GLP	MOBI-LSB-00104	38.7571870	-9.1753410	38.7571851	-9.1753413	0.21	underground
IBD	AMT-00023	41.3210450	-8.1202160	41.3210431	-8.1202163	0.21	surface
EDP	FAR-00071	37.0315360	-7.9481040	37.0315379	-7.9481042	0.21	surface
HRZ	FAR-00054	37.0332570	-7.9597620	37.0332551	-7.9597622	0.21	surface
HRZ	SXL-00067	38.6123120	-9.1050670	38.6123139	-9.1050668	0.21	surface
IBD	MTJ-00022	38.6935420	-8.9491290	38.6935439	-8.9491292	0.21	surface
GLP	SCD-00012	40.4038100	-8.1295270	40.4038081	-8.1295272	0.21	surface
EDP	LSB-00839	38.7420770	-9.1433790	38.7420751	-9.1433789	0.21	surface
HRZ	VFX-00014	38.9775730	-8.9844010	38.9775749	-8.9844009	0.21	underground
GLP	VNG-00202	41.1078570	-8.5935600	41.1078551	-8.5935599	0.21	surface
GLP	AMD-00058	38.7278330	-9.2154000	38.7278311	-9.2154000	0.21	surface
TRK	BRR-00097	38.6576840	-9.0632080	38.6576856	-9.0632093	0.21	surface
HLX	OER-00042	38.7057270	-9.2935940	38.7057252	-9.2935947	0.21	surface
GLP	LLE-00107	37.0979350	-7.9976840	37.0979332	-7.9976835	0.21	underground
GLP	ACB-00011	39.5485100	-8.9771310	39.5485118	-8.9771305	0.20	surface
EDP	ABF-00180	37.0920140	-8.2366760	37.0920158	-8.2366756	0.20	surface
HRZ	PTM-00042	37.1476440	-8.5497680	37.1476458	-8.5497684	0.20	surface
HRZ	SXL-00013	38.6123620	-9.1050480	38.6123602	-9.1050484	0.20	surface
GLP	VFR-00071	40.9752800	-8.4846560	40.9752818	-8.4846564	0.20	surface
SEG	RGR-00007	37.8181400	-25.5307370	37.8181401	-25.5307393	0.20	surface
HRZ	ABF-00187	37.0908100	-8.2121460	37.0908082	-8.2121457	0.20	surface
GLP	NLS-00008	40.5395400	-7.8555030	40.5395382	-7.8555027	0.20	surface
TRK	VNT-00004	38.3342930	-8.0019810	38.3342948	-8.0019812	0.20	surface
GLP	LSB-00258	38.7888340	-9.1488180	38.7888322	-9.1488178	0.20	surface
FCT	MGR-00020	39.7475130	-8.9046230	39.7475145	-8.9046217	0.20	surface
GLP	SXL-00073	38.5553930	-9.0875080	38.5553948	-9.0875079	0.20	surface
GLP	LSB-00955	38.7713740	-9.1285060	38.7713722	-9.1285061	0.20	underground
HRZ	PRT-00025	41.1811030	-8.6063230	41.1811012	-8.6063229	0.20	surface
GLP	VNF-00054	41.3537000	-8.5533320	41.3536982	-8.5533321	0.20	surface
GLP	BRG-00016	41.5784600	-8.4300080	41.5784618	-8.4300079	0.20	underground
GLP	VVD-00023	41.6466830	-8.4377600	41.6466812	-8.4377601	0.20	surface
HRZ	CSC-00139	38.7004700	-9.4641040	38.7004718	-9.4641040	0.20	surface
HRZ	TVD-00048	39.1016920	-9.2528860	39.1016938	-9.2528860	0.20	underground
MLT	PDL-00001	37.8314970	-25.6869560	37.8314971	-25.6869538	0.19	surface
HRZ	MLD-00004	40.3942950	-8.4508530	40.3942933	-8.4508534	0.19	surface
KLS	ILH-00015	40.6192170	-8.6671270	40.6192153	-8.6671266	0.19	underground
GLP	MTS-00184	41.1860350	-8.6599530	41.1860367	-8.6599533	0.19	surface
HRZ	BRG-00155	41.5573800	-8.4063130	41.5573817	-8.4063133	0.19	underground
GLP	SXL-00061	38.6024900	-9.0612590	38.6024883	-9.0612588	0.19	surface
HRZ	SNT-00210	38.7826270	-9.3020160	38.7826253	-9.3020162	0.19	surface
HRZ	MED-90001	40.9639740	-7.2610273	40.9639723	-7.2610275	0.19	surface
GLP	VFR-00097	40.9795720	-8.5367890	40.9795737	-8.5367892	0.19	surface
HRZ	SJM-90001	40.8989450	-8.4896940	40.8989438	-8.4896924	0.19	surface
IBD	ORM-00004	39.6345830	-8.6867890	39.6345813	-8.6867889	0.19	surface
HRZ	SCD-00010	40.4406740	-8.1057660	40.4406723	-8.1057661	0.19	surface
GLP	GRD-00042	40.5439000	-7.2586650	40.5438983	-7.2586651	0.19	surface
EDP	LSB-90002	38.7151600	-9.2141250	38.7151617	-9.2141250	0.19	surface
HLX	CBR-00012	40.2545280	-8.4307910	40.2545297	-8.4307910	0.19	surface
HRZ	SXL-00020	38.6229600	-9.1308160	38.6229583	-9.1308160	0.19	surface
GLP	LRS-00085	38.8170780	-9.1483460	38.8170763	-9.1483460	0.19	underground
GLP	MAI-00074	41.2555900	-8.6511340	41.2555883	-8.6511340	0.19	surface
ATL	BRG-80012	41.5617680	-8.4449030	41.5617677	-8.4449008	0.19	surface
IBD	GMR-00027	41.4367940	-8.2985440	41.4367956	-8.2985435	0.18	underground
GLP	LSB-00338	38.7694850	-9.1267480	38.7694845	-9.1267460	0.18	surface
GLP	AMD-00072	38.7274670	-9.2144080	38.7274654	-9.2144083	0.18	surface
EDP	PNI-00017	39.3693400	-9.3919320	39.3693384	-9.3919323	0.18	surface
GLP	ABT-00038	39.4691240	-8.2007090	39.4691224	-8.2007093	0.18	surface
GLP	ABF-00112	37.0952900	-8.2507890	37.0952916	-8.2507888	0.18	surface
HRZ	STC-00009	38.0530240	-8.7859510	38.0530224	-8.7859511	0.18	surface
HRZ	BRC-90001	38.1341970	-6.9800825	38.1341986	-6.9800824	0.18	surface
TRK	BRR-00061	38.6613040	-9.0757640	38.6613056	-9.0757639	0.18	surface
GLP	AMD-00068	38.7276340	-9.2148820	38.7276356	-9.2148819	0.18	surface
MLT	OER-00058	38.7413250	-9.3057490	38.7413266	-9.3057491	0.18	surface
GLP	MOBI-LSB-00103	38.7571870	-9.1753700	38.7571854	-9.1753701	0.18	underground
HRZ	VFR-00103	40.9386560	-8.5414530	40.9386544	-8.5414531	0.18	surface
GLP	MAI-00072	41.2264860	-8.6104990	41.2264876	-8.6104989	0.18	surface
GLP	VCT-00066	41.7059200	-8.8201320	41.7059216	-8.8201319	0.18	surface
GLP	LSB-80020	38.7482570	-9.1899760	38.7482554	-9.1899760	0.18	surface
GLP	PMS-00015	39.6287900	-8.8548800	39.6287916	-8.8548800	0.18	surface
EDP	GMR-00152	41.4503750	-8.2791000	41.4503735	-8.2791007	0.18	surface
MLT	LSB-00296	38.7485540	-9.1906540	38.7485547	-9.1906522	0.17	underground
MOT	MTJ-00025	38.6957900	-8.9427100	38.6957892	-8.9427117	0.17	surface
HRZ	OER-00127	38.7096900	-9.2885680	38.7096885	-9.2885676	0.17	surface
GLP	MOBI-LSB-00087	38.7572020	-9.1759080	38.7572005	-9.1759076	0.17	underground
IBD	VVD-00016	41.5882230	-8.5368070	41.5882215	-8.5368066	0.17	surface
GLP	AMD-00065	38.7276950	-9.2150380	38.7276935	-9.2150383	0.17	surface
GLP	ACB-00012	39.5485100	-8.9771270	39.5485115	-8.9771273	0.17	surface
HRZ	OVR-00015	40.8646100	-8.6091040	40.8646085	-8.6091037	0.17	surface
IBD	VLG-00058	41.2106400	-8.5477220	41.2106385	-8.5477217	0.17	surface
HLX	MLG-00005	42.1097950	-8.2710740	42.1097935	-8.2710743	0.17	surface
TRK	SJM-00040	40.9075430	-8.4821310	40.9075430	-8.4821330	0.17	surface
GLP	LSB-90005	38.6966740	-9.2091470	38.6966725	-9.2091472	0.17	surface
GLP	CSC-00415	38.7350300	-9.3962660	38.7350315	-9.3962658	0.17	surface
EDP	VFX-00080	38.9779130	-8.9768040	38.9779115	-8.9768038	0.17	surface
GLP	ODM-00018	37.5912500	-8.6680280	37.5912515	-8.6680279	0.17	surface
MOT	EVR-00058	38.5494840	-7.9049230	38.5494825	-7.9049231	0.17	underground
HRZ	EVR-00046	38.5593700	-7.8944050	38.5593685	-7.8944051	0.17	surface
GLP	LSB-80533	38.7482600	-9.1899880	38.7482585	-9.1899881	0.17	surface
EDP	MCV-90001	40.0888900	-8.3306420	40.0888885	-8.3306421	0.17	surface
TRK	FIG-00048	40.1501920	-8.8617290	40.1501935	-8.8617289	0.17	surface
GLP	MTS-00057	41.2101400	-8.6884650	41.2101415	-8.6884649	0.17	underground
GLP	CSC-00118	38.7107280	-9.4609250	38.7107265	-9.4609250	0.17	surface
MLT	MTJ-00004	38.7035980	-8.9683140	38.7035981	-8.9683159	0.17	surface
HRZ	STB-90010	38.5294760	-8.8821030	38.5294750	-8.8821016	0.16	surface
FAC	SVC-00005	32.8089180	-17.0555800	32.8089166	-17.0555805	0.16	surface
HRZ	LSB-00602	38.7389000	-9.1677510	38.7388986	-9.1677515	0.16	underground
HRZ	FCR-90001	40.8948060	-6.9629310	40.8948068	-6.9629294	0.16	surface
HRZ	PTM-00075	37.1606180	-8.5566650	37.1606166	-8.5566654	0.16	surface
GLP	ALM-00016	38.6870420	-9.1474530	38.6870406	-9.1474526	0.16	surface
GLP	PTG-00031	39.2808000	-7.4310550	39.2808014	-7.4310554	0.16	surface
GLP	LMG-00017	41.0815600	-7.7987080	41.0815586	-7.7987084	0.16	surface
GLP	CLD-00039	39.3980600	-9.1375370	39.3980586	-9.1375373	0.16	surface
PRI	VNP-00002	40.8585170	-7.7158275	40.8585156	-7.7158273	0.16	surface
GLP	CDR-90001	40.9002270	-7.9320080	40.9002256	-7.9320082	0.16	surface
GLP	MTS-00058	41.2101860	-8.6884650	41.2101846	-8.6884652	0.16	underground
GLP	MTS-00073	41.2102700	-8.6884390	41.2102714	-8.6884392	0.16	underground
HRZ	MTA-00025	38.6425360	-9.0001010	38.6425374	-9.0001011	0.16	surface
HRZ	VNG-00102	41.0576000	-8.5667780	41.0575986	-8.5667779	0.16	surface
MOT	PRT-00119	41.1541820	-8.6721900	41.1541834	-8.6721899	0.16	surface
EDP	VLG-00042	41.1910130	-8.4893310	41.1910144	-8.4893309	0.16	surface
HLX	BRG-00146	41.5467000	-8.3979900	41.5467014	-8.3979899	0.16	surface
IBD	VCT-00017	41.7066230	-8.8252240	41.7066216	-8.8252240	0.16	underground
HRZ	VRL-00024	41.3140000	-7.7328340	41.3139986	-7.7328340	0.16	surface
HRZ	CSC-00163	38.7129020	-9.4611200	38.7129033	-9.4611194	0.15	surface
GLP	AMD-00066	38.7276760	-9.2149870	38.7276747	-9.2149865	0.15	surface
IBD	LRA-00125	39.7404000	-8.8229800	39.7403987	-8.8229795	0.15	surface
GLP	VFR-00059	40.9018140	-8.5276950	40.9018153	-8.5276945	0.15	surface
EDP	VNP-90001	40.8506930	-7.7274720	40.8506926	-7.7274703	0.15	surface
ATL	LSB-80044	38.7780400	-9.0947090	38.7780395	-9.0947106	0.15	surface
EDP	ABF-00066	37.0846020	-8.3151460	37.0846007	-8.3151464	0.15	surface
HRZ	PTM-00044	37.1449170	-8.5443000	37.1449157	-8.5443004	0.15	surface
GLP	MTA-00021	38.6485600	-8.9962090	38.6485613	-8.9962086	0.15	surface
GLP	CBR-90005	40.1861650	-8.4127210	40.1861637	-8.4127214	0.15	surface
HRZ	MLD-00009	40.3931160	-8.4503030	40.3931173	-8.4503034	0.15	surface
DTE	AGD-00025	40.5318220	-8.3670800	40.5318228	-8.3670786	0.15	surface
HLX	SNS-00005	37.9827840	-8.8333645	37.9827827	-8.8333648	0.15	surface
GLP	AMD-00067	38.7276570	-9.2149340	38.7276557	-9.2149343	0.15	surface
GLP	MOBI-LSB-00082	38.7572020	-9.1760510	38.7572033	-9.1760513	0.15	underground
GLP	VNG-90007	41.0258900	-8.6196310	41.0258913	-8.6196307	0.15	surface
HRZ	PTM-00043	37.1449170	-8.5443570	37.1449183	-8.5443572	0.15	surface
GLG	CSC-00059	38.7353480	-9.3868920	38.7353493	-9.3868922	0.15	surface
HLX	STR-00046	39.2569050	-8.7137785	39.2569063	-8.7137787	0.15	surface
HRZ	CBR-00042	40.2158850	-8.4364080	40.2158837	-8.4364082	0.15	underground
GLP	MTS-00080	41.2088850	-8.6874570	41.2088837	-8.6874572	0.15	underground
IBD	PFR-00002	41.2743380	-8.3891690	41.2743393	-8.3891692	0.15	underground
IBD	VVD-00021	41.6375850	-8.4761260	41.6375863	-8.4761258	0.15	surface
FAC	FNC-00061	32.6554570	-16.9142300	32.6554580	-16.9142310	0.15	surface
HRZ	FAR-90005	37.0246400	-7.9304570	37.0246387	-7.9304569	0.14	surface
GLP	LLE-00109	37.0979960	-7.9977680	37.0979947	-7.9977679	0.14	underground
GLP	SRP-00006	37.9431270	-7.6062740	37.9431283	-7.6062741	0.14	surface
ATL	MOU-80001	38.3829460	-7.3438300	38.3829447	-7.3438299	0.14	surface
HRZ	MTA-00024	38.6424980	-9.0000520	38.6424993	-9.0000521	0.14	surface
HRZ	CTB-00027	39.8260730	-7.4984636	39.8260743	-7.4984637	0.14	surface
HRZ	FND-00026	40.1658100	-7.4958830	40.1658087	-7.4958829	0.14	underground
GLP	PCV-00007	40.2723460	-8.2880830	40.2723447	-8.2880831	0.14	surface
IBD	VNG-00166	41.1329230	-8.5753765	41.1329217	-8.5753764	0.14	surface
GLP	MTS-00060	41.2102700	-8.6884660	41.2102713	-8.6884661	0.14	underground
GLP	CHV-00027	41.7588840	-7.4697400	41.7588853	-7.4697399	0.14	surface
LUZ	LLE-00072	37.0448270	-8.0298000	37.0448257	-8.0298000	0.14	surface
TRK	BJA-00035	38.0153050	-7.8728800	38.0153037	-7.8728800	0.14	surface
EVP	CVD-00003	39.4159160	-7.4559170	39.4159169	-7.4559182	0.14	surface
SEG	RGR-00004	37.8240200	-25.5209350	37.8240210	-25.5209360	0.14	surface
SEG	SCG-00004	39.0858760	-28.0051600	39.0858750	-28.0051590	0.14	surface
GLP	PLM-00014	38.6307450	-8.9122910	38.6307461	-8.9122918	0.14	surface
HRZ	CSC-00510	38.7136100	-9.3856120	38.7136111	-9.3856112	0.14	surface
ATL	VFX-00046	38.8669700	-9.0967330	38.8669688	-9.0967325	0.14	surface
ATL	FTR-80001	39.0538640	-7.6452470	39.0538628	-7.6452465	0.14	surface
ATL	AGB-80001	40.8179440	-7.5413020	40.8179452	-7.5413015	0.14	surface
HRZ	OBR-00002	40.5135880	-8.4870420	40.5135869	-8.4870428	0.14	surface
HRZ	VLG-00002	41.1968730	-8.5107120	41.1968719	-8.5107112	0.14	surface
HRZ	FAR-00033	37.1321830	-8.3593140	37.1321818	-8.3593136	0.14	surface
GLP	OER-00254	38.7065200	-9.2387130	38.7065212	-9.2387126	0.14	surface
GLP	MOBI-LSB-00105	38.7571830	-9.1753130	38.7571842	-9.1753126	0.14	underground
GLP	LSB-00462	38.7695800	-9.0937960	38.7695812	-9.0937964	0.14	underground
GLP	LSB-00463	38.7696230	-9.0937810	38.7696242	-9.0937814	0.14	underground
EDP	STR-90003	39.2334630	-8.6848140	39.2334639	-8.6848129	0.14	surface
GLP	AMT-00031	41.2735370	-8.0896660	41.2735358	-8.0896656	0.14	surface
HRZ	STB-00071	38.5349580	-8.8733390	38.5349591	-8.8733383	0.14	surface
GLP	LRS-00087	38.8171230	-9.1483350	38.8171218	-9.1483347	0.14	underground
GLP	LRA-00087	39.7325700	-8.8243090	39.7325688	-8.8243093	0.14	underground
HRZ	MLD-00008	40.3930700	-8.4504660	40.3930688	-8.4504663	0.14	surface
ATL	GVA-80001	40.4926760	-7.5942080	40.4926772	-7.5942083	0.14	surface
IBD	AGD-00005	40.5726240	-8.4393920	40.5726252	-8.4393923	0.14	surface
IBD	AVR-00094	40.6399500	-8.6354780	40.6399488	-8.6354777	0.14	surface
EVI	FAR-00073	37.0334170	-7.9297533	37.0334182	-7.9297535	0.13	surface
GLP	ETZ-00028	38.8500020	-7.5849950	38.8500008	-7.5849948	0.13	surface
HRZ	VFR-00102	40.9385870	-8.5413750	40.9385858	-8.5413748	0.13	surface
HRZ	MCD-00006	41.5780370	-6.9461393	41.5780382	-6.9461395	0.13	surface
MOT	MLG-00010	42.1141550	-8.2611720	42.1141538	-8.2611722	0.13	surface
GLP	MOBI-LSB-00102	38.7571870	-9.1753990	38.7571858	-9.1753989	0.13	underground
HRZ	BMT-90001	40.3581240	-7.3525305	40.3581252	-7.3525306	0.13	surface
GLP	AND-00009	40.4427830	-8.4390990	40.4427842	-8.4390989	0.13	surface
HRZ	BCL-00024	41.5323680	-8.6222270	41.5323668	-8.6222269	0.13	surface
GLP	CVR-00003	37.7062070	-8.0850390	37.7062082	-8.0850390	0.13	surface
EVI	VLG-00012	41.1845360	-8.4768430	41.1845372	-8.4768430	0.13	surface
IBD	LMG-00012	41.1018940	-7.7981890	41.1018952	-7.7981890	0.13	surface
HRZ	EVR-00021	38.5519560	-7.9126186	38.5519572	-7.9126186	0.13	surface
EDP	NIS-00002	39.4231000	-7.6258560	39.4230988	-7.6258560	0.13	surface
GLP	MGL-00019	40.6093200	-7.7618080	40.6093212	-7.7618080	0.13	surface
EDP	PLM-00058	38.5716130	-8.8977710	38.5716140	-8.8977718	0.13	surface
TRK	MTJ-00064	38.7065430	-8.9494270	38.7065420	-8.9494262	0.13	surface
EDP	ABF-00153	37.0906750	-8.2433700	37.0906753	-8.2433686	0.13	surface
