Station ID;OPC;EVSE ID;Connector Type;Charging Mode;Voltage (V);Max Current (A);Calculated Power (W);Claimed Power (W);Power Difference (W)
GLP-CVL-00048;GLP;PT*GLP*ECVL*00048*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-CVR-00008;GLP;PT*GLP*ECVR*00008*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-CVR-00009;GLP;PT*GLP*ECVR*00009*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-EVR-80003;GLP;PT*GLP*EEVR*80003*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-EVR-80003;GLP;PT*GLP*EEVR*80003*02;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-FLG-00026;GLP;PT*GLP*EFLG*00026*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-FND-00028;GLP;PT*GLP*EFND*00028*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-GDM-00060;GLP;PT*GLP*EGDM*00060*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-GDM-00061;GLP;PT*GLP*EGDM*00061*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-GMR-00149;GLP;PT*GLP*EGMR*00149*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-LGS-00013;GLP;PT*GLP*ELGS*00013*02;iec62196T2;mode2AC1p;240.0;32.0;7700.0;22000.0;-14300.0
GLP-LGS-00014;GLP;PT*GLP*ELGS*00014*02;iec62196T2;mode2AC1p;240.0;32.0;7700.0;22000.0;-14300.0
GLP-LOU-00011;GLP;PT*GLP*ELOU*00011*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-LRA-00156;GLP;PT*GLP*ELRA*00156*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-LSA-00011;GLP;PT*GLP*ELSA*00011*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-LSB-00976;GLP;PT*GLP*ELSB*00976*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MCD-00007;GLP;PT*GLP*EMCD*00007*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MCN-00020;GLP;PT*GLP*EMCN*00020*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-MCV-00006;GLP;PT*GLP*EMCV*00006*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-MFR-00048;GLP;PT*GLP*EMFR*00048*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MFR-00049;GLP;PT*GLP*EMFR*00049*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MFR-00050;GLP;PT*GLP*EMFR*00050*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MGL-00019;GLP;PT*GLP*EMGL*00019*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
GLP-MMN-00016;GLP;PT*GLP*EMMN*00016*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MTL-00003;GLP;PT*GLP*EMTL*00003*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MTS-00186;GLP;PT*GLP*EMTS*00186*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-MTS-00187;GLP;PT*GLP*EMTS*00187*01;iec62196T2;mode2AC1p;400.0;32.0;7700.0;22000.0;-14300.0
GLP-OAZ-00022;GLP;PT*GLP*EOAZ*00022*01;iec62196T2;mode2AC1p;500.0;32.0;7700.0;22000.0;-14300.0
